retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
whoosh,jasu_legalbert,Agreement_1,Is there a deadline for tenants moving in?,"Tenant are expected to move in within 4 weeks of the
start of the Tenancy Period.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_1,Is there a deadline for tenants moving in?,"Tenant are expected to move in within 4 weeks of the
start of the Tenancy Period.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_1,Is there a deadline for tenants moving in?,"Tenant are expected to move in within 4 weeks of the
start of the Tenancy Period.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_1,"On what standard does the landlord want the room to
be kept in?","In good repair and condition, unless I inform the
Landlord/Agent to the contrary in writing within 48 hours of moving-
in.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_1,"On what standard does the landlord want the room to
be kept in?","In good repair and condition, unless I inform the
Landlord/Agent to the contrary in writing within 48 hours of moving-
in.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_1,"On what standard does the landlord want the room to
be kept in?","In good repair and condition, unless I inform the
Landlord/Agent to the contrary in writing within 48 hours of moving-
in.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_1,Should tenant personally do the repairs?,"No, they should report it to the agent as soon as possible.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_1,Should tenant personally do the repairs?,"No, they should report it to the agent as soon as possible.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_1,Should tenant personally do the repairs?,"No, they should report it to the agent as soon as possible.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_1,Who is responsible for the council tax?,"Tenant should make themselves aware of the local
authority’s criteria to qualify for council tax exemption as a full-time
student and they will inform the agent if they do not qualify for the
exemption.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_1,Who is responsible for the council tax?,"Tenant should make themselves aware of the local
authority’s criteria to qualify for council tax exemption as a full-time
student and they will inform the agent if they do not qualify for the
exemption.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_1,Who is responsible for the council tax?,"Tenant should make themselves aware of the local
authority’s criteria to qualify for council tax exemption as a full-time
student and they will inform the agent if they do not qualify for the
exemption.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_1,Is the tenant de facto entitled to a parking space?,"No, unless tenant has paid for a car park space via a
separate agreement, they will not park at the Building.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_1,Is the tenant de facto entitled to a parking space?,"No, unless tenant has paid for a car park space via a
separate agreement, they will not park at the Building.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_1,Is the tenant de facto entitled to a parking space?,"No, unless tenant has paid for a car park space via a
separate agreement, they will not park at the Building.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_1,"When can landlord repossess property and terminate
the lease agreement?","a. (a) The Rent, or any part of it remains unpaid for 14
days after falling due, whether formally demanded or not;
(b) If any agreement or obligation of the Tenant is not complied with;
(c) If any of the grounds set out in Schedule 2 of the Housing Act 1988
(as amended) are made out.
The Landlord can only reenter property if they satisfied their statutory
obligations and tenancy shall end.
2
a. Tenancy can also be terminated early if tenant is given at least
2 months prior written notice if:
(a) The Room or Shared Area is destroyed or made
uninhabitable or inaccessible by fire or other event, and
reinstatement has not occurred within 2 months;
(b) tenant ceases to be a student in higher education;
(c) tenant is listed on the Office of Financial Sanctions
Implementation (OFSI) Sanctions List (or equivalent), or to be
subject to United Kingdom, United States, United Nations or
European Union financial or trade sanctions.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_1,"When can landlord repossess property and terminate
the lease agreement?","a. (a) The Rent, or any part of it remains unpaid for 14
days after falling due, whether formally demanded or not;
(b) If any agreement or obligation of the Tenant is not complied with;
(c) If any of the grounds set out in Schedule 2 of the Housing Act 1988
(as amended) are made out.
The Landlord can only reenter property if they satisfied their statutory
obligations and tenancy shall end.
2
a. Tenancy can also be terminated early if tenant is given at least
2 months prior written notice if:
(a) The Room or Shared Area is destroyed or made
uninhabitable or inaccessible by fire or other event, and
reinstatement has not occurred within 2 months;
(b) tenant ceases to be a student in higher education;
(c) tenant is listed on the Office of Financial Sanctions
Implementation (OFSI) Sanctions List (or equivalent), or to be
subject to United Kingdom, United States, United Nations or
European Union financial or trade sanctions.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_1,"When can landlord repossess property and terminate
the lease agreement?","a. (a) The Rent, or any part of it remains unpaid for 14
days after falling due, whether formally demanded or not;
(b) If any agreement or obligation of the Tenant is not complied with;
(c) If any of the grounds set out in Schedule 2 of the Housing Act 1988
(as amended) are made out.
The Landlord can only reenter property if they satisfied their statutory
obligations and tenancy shall end.
2
a. Tenancy can also be terminated early if tenant is given at least
2 months prior written notice if:
(a) The Room or Shared Area is destroyed or made
uninhabitable or inaccessible by fire or other event, and
reinstatement has not occurred within 2 months;
(b) tenant ceases to be a student in higher education;
(c) tenant is listed on the Office of Financial Sanctions
Implementation (OFSI) Sanctions List (or equivalent), or to be
subject to United Kingdom, United States, United Nations or
European Union financial or trade sanctions.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_1,"If the Landlord delays in enforcement of
covenants/obligations; how will that impact the guarantor?","Guarantors are obliged to cover the tenant’s full obligation
regardless of any delay from landlord.
3",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_1,"If the Landlord delays in enforcement of
covenants/obligations; how will that impact the guarantor?","Guarantors are obliged to cover the tenant’s full obligation
regardless of any delay from landlord.
3",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_1,"If the Landlord delays in enforcement of
covenants/obligations; how will that impact the guarantor?","Guarantors are obliged to cover the tenant’s full obligation
regardless of any delay from landlord.
3",,-1.0,2.384185791015625e-07
faiss,jasu_legalbert,Agreement_1,Who is the landlord?,Kelaty House Propco 2 Limited.,Kelaty House Propco 2 Limited,0.42979568243026733,0.07698369026184082
faiss,nlpaueb_legalbert,Agreement_1,Who is the landlord?,Kelaty House Propco 2 Limited.,Tenancy,4.005282971775159e-05,0.08300971984863281
faiss,atharvamundada_bertlarge_legal,Agreement_1,Who is the landlord?,Kelaty House Propco 2 Limited.,Landlord/Agent,0.29614582657814026,0.26874327659606934
faiss,jasu_legalbert,Agreement_1,Who is the managing agent?,Fresh property Group but their brand name is Fresh.,Fresh Property Group,0.9527575969696045,0.10277605056762695
faiss,nlpaueb_legalbert,Agreement_1,Who is the managing agent?,Fresh property Group but their brand name is Fresh.,to the Tenant at the Property by,0.00010859453323064372,0.10640072822570801
faiss,atharvamundada_bertlarge_legal,Agreement_1,Who is the managing agent?,Fresh property Group but their brand name is Fresh.,Fresh Property Group Ltd,0.8362328410148621,0.37995362281799316
faiss,jasu_legalbert,Agreement_1,How long is the tenancy period?,51 weeks; from 14/9/2024 to 05/09/2025.,6 months,0.0926099419593811,0.0788729190826416
faiss,nlpaueb_legalbert,Agreement_1,How long is the tenancy period?,51 weeks; from 14/9/2024 to 05/09/2025.,Are you are entitled to Housing Benefit,0.00014004413969814777,0.07675957679748535
faiss,atharvamundada_bertlarge_legal,Agreement_1,How long is the tenancy period?,51 weeks; from 14/9/2024 to 05/09/2025.,6 or 12 months,0.3713376820087433,0.24640393257141113
faiss,jasu_legalbert,Agreement_1,How many installments are there and are they equal?,There are 4 installments for different amounts.,Rent,0.3671325743198395,0.06787252426147461
faiss,nlpaueb_legalbert,Agreement_1,How many installments are there and are they equal?,There are 4 installments for different amounts.,Tenancy,3.8344460335792974e-05,0.06700563430786133
faiss,atharvamundada_bertlarge_legal,Agreement_1,How many installments are there and are they equal?,There are 4 installments for different amounts.,each person is liable for all obligations and payments as an individual,0.07086639851331711,0.22759032249450684
faiss,jasu_legalbert,Agreement_1,Is there a deposit needed and if so what is the amount?,"Yes, a deposit is needed and its 150 British Pounds.",150.00,0.39106759428977966,0.0922703742980957
faiss,nlpaueb_legalbert,Agreement_1,Is there a deposit needed and if so what is the amount?,"Yes, a deposit is needed and its 150 British Pounds.",HP2 7TG Telephone 0300 037 1001 Email deposits@tenancydepositscheme,0.00016832539404276758,0.09350967407226562
faiss,atharvamundada_bertlarge_legal,Agreement_1,Is there a deposit needed and if so what is the amount?,"Yes, a deposit is needed and its 150 British Pounds.",150.00,0.8439989686012268,0.31803274154663086
faiss,jasu_legalbert,Agreement_1,Who will be holding the tenant’s deposit?,TDS Custodial.,TDS,0.8314180374145508,0.08035063743591309
faiss,nlpaueb_legalbert,Agreement_1,Who will be holding the tenant’s deposit?,TDS Custodial.,HP2 7TG Telephone 0300 037 1001 Email deposits@tenancydepositscheme,0.00017824143287725747,0.08152937889099121
faiss,atharvamundada_bertlarge_legal,Agreement_1,Who will be holding the tenant’s deposit?,TDS Custodial.,TDS Custodial,0.9271617531776428,0.2682812213897705
faiss,jasu_legalbert,Agreement_1,Is the deposit safeguarded by any scheme?,"Yes, the deposit is safeguarded by Tenancy Deposit
Scheme, which is administered by: West Wing, First Floor, The
Maylands Building, 200 Maylands Avenue, Hemel Hempstead, HP2
7TG.",Tenancy Deposit Scheme,0.3075754940509796,0.09209537506103516
faiss,nlpaueb_legalbert,Agreement_1,Is the deposit safeguarded by any scheme?,"Yes, the deposit is safeguarded by Tenancy Deposit
Scheme, which is administered by: West Wing, First Floor, The
Maylands Building, 200 Maylands Avenue, Hemel Hempstead, HP2
7TG.",HP2 7TG Telephone 0300 037 1001 Email deposits,0.0001847432868089527,0.09523391723632812
faiss,atharvamundada_bertlarge_legal,Agreement_1,Is the deposit safeguarded by any scheme?,"Yes, the deposit is safeguarded by Tenancy Deposit
Scheme, which is administered by: West Wing, First Floor, The
Maylands Building, 200 Maylands Avenue, Hemel Hempstead, HP2
7TG.",Tenancy Deposit Scheme,0.490946888923645,0.318753719329834
faiss,jasu_legalbert,Agreement_1,"Is rent the only financial obligation the tenant is subject
to?","No, the tenant can also be liable for:
(a)costs the landlord incurs to rectify tenancy breaches;
(b) late payment fees
(c) cleaning or replacement costs
(d)obtaining TV license fee.
1",the Tenant confirms they have been provided with the following documents,0.07954046875238419,0.07193660736083984
